Year,State,County,State FIPS Code,County FIPS Code,Combined FIPS Code,Birth Rate,Lower Confidence Limit,Upper Confidence Limit
2011,Virginia,Colonial Heights City,51,570,51570,42.082111,36.138427,48.5661
2012,Virginia,Colonial Heights City,51,570,51570,40.354727,34.453184,46.812466
2013,Virginia,Colonial Heights City,51,570,51570,37.151859,31.449158,43.423514
2014,Virginia,Colonial Heights City,51,570,51570,34.871713,29.171668,41.195054
2015,Virginia,Colonial Heights City,51,570,51570,32.64512,26.878115,39.128744
2003,Virginia,Covington City,51,580,51580,29.240272,21.682092,38.148513
2004,Virginia,Covington City,51,580,51580,29.163408,21.833817,37.711493
2005,Virginia,Covington City,51,580,51580,28.923415,21.811532,37.154553
2006,Virginia,Covington City,51,580,51580,30.462252,23.110324,38.91681
2007,Virginia,Covington City,51,580,51580,31.480568,23.977175,40.073297
2008,Virginia,Covington City,51,580,51580,31.424081,23.968251,39.950203
2009,Virginia,Covington City,51,580,51580,30.56767,23.291326,38.898263
2010,Virginia,Covington City,51,580,51580,28.488568,21.631802,36.368878
2011,Virginia,Covington City,51,580,51580,26.733228,20.191336,34.294474
2012,Virginia,Covington City,51,580,51580,25.487665,19.120818,32.899333
2013,Virginia,Covington City,51,580,51580,22.859104,17.003909,29.737067
2014,Virginia,Covington City,51,580,51580,20.864343,15.373112,27.381008
2015,Virginia,Covington City,51,580,51580,19.241902,14.031052,25.496136
2003,Virginia,Danville City,51,590,51590,65.554194,58.186879,73.421186
2004,Virginia,Danville City,51,590,51590,63.817213,57.435168,70.577844
2005,Virginia,Danville City,51,590,51590,61.085776,55.287802,67.22089
2006,Virginia,Danville City,51,590,51590,64.776738,58.81659,71.077713
2007,Virginia,Danville City,51,590,51590,66.49924,60.434254,72.908898
2008,Virginia,Danville City,51,590,51590,66.236472,60.149995,72.673228
2009,Virginia,Danville City,51,590,51590,64.17497,58.148413,70.558713
2010,Virginia,Danville City,51,590,51590,57.165123,51.58757,63.09016
2011,Virginia,Danville City,51,590,51590,51.847547,46.566397,57.473006
2012,Virginia,Danville City,51,590,51590,49.196777,43.956506,54.790713
2013,Virginia,Danville City,51,590,51590,46.261628,41.042718,51.849745
2014,Virginia,Danville City,51,590,51590,43.118709,37.839509,48.80406
2015,Virginia,Danville City,51,590,51590,39.900315,34.409516,45.890095
2003,Virginia,Emporia City,51,595,51595,48.125698,37.606245,60.18479
2004,Virginia,Emporia City,51,595,51595,47.271777,37.350775,58.526074
2005,Virginia,Emporia City,51,595,51595,46.627583,37.142849,57.307886
2006,Virginia,Emporia City,51,595,51595,48.314134,38.721049,59.057339
2007,Virginia,Emporia City,51,595,51595,49.049707,39.438395,59.784226
2008,Virginia,Emporia City,51,595,51595,48.012528,38.6123,58.513894
2009,Virginia,Emporia City,51,595,51595,46.037546,36.947037,56.214086
2010,Virginia,Emporia City,51,595,51595,42.299314,33.793949,51.861299
2011,Virginia,Emporia City,51,595,51595,38.976747,30.944012,48.057965
2012,Virginia,Emporia City,51,595,51595,36.420745,28.68956,45.220636
2013,Virginia,Emporia City,51,595,51595,32.668936,25.480006,40.927065
2014,Virginia,Emporia City,51,595,51595,29.356779,22.639963,37.151537
2015,Virginia,Emporia City,51,595,51595,26.793147,20.40051,34.305434
2003,Virginia,Fairfax City,51,600,51600,18.089446,14.267499,22.477328
2004,Virginia,Fairfax City,51,600,51600,17.941988,14.326706,22.046856
2005,Virginia,Fairfax City,51,600,51600,17.846769,14.378839,21.755684
2006,Virginia,Fairfax City,51,600,51600,19.016001,15.425018,23.042932
2007,Virginia,Fairfax City,51,600,51600,19.927732,16.237158,24.053409
2008,Virginia,Fairfax City,51,600,51600,19.693148,16.078681,23.728984
2009,Virginia,Fairfax City,51,600,51600,18.951744,15.471403,22.839106
2010,Virginia,Fairfax City,51,600,51600,17.383554,14.156666,20.995359
2011,Virginia,Fairfax City,51,600,51600,15.836723,12.841849,19.199526
2012,Virginia,Fairfax City,51,600,51600,14.92369,12.029151,18.188137
2013,Virginia,Fairfax City,51,600,51600,13.511436,10.801654,16.587835
2014,Virginia,Fairfax City,51,600,51600,12.407533,9.814354,15.377982
2015,Virginia,Fairfax City,51,600,51600,11.441051,8.930285,14.354664
2003,Virginia,Falls Church City,51,610,51610,10.293811,7.284155,13.935971
2004,Virginia,Falls Church City,51,610,51610,10.165933,7.255304,13.653579
2005,Virginia,Falls Church City,51,610,51610,10.012708,7.195597,13.361956
2006,Virginia,Falls Church City,51,610,51610,10.388819,7.506312,13.793077
2007,Virginia,Falls Church City,51,610,51610,10.582554,7.674484,14.00251
2008,Virginia,Falls Church City,51,610,51610,10.400095,7.55627,13.73812
2009,Virginia,Falls Church City,51,610,51610,9.865164,7.169419,13.028757
2010,Virginia,Falls Church City,51,610,51610,8.972515,6.512319,11.863738
2011,Virginia,Falls Church City,51,610,51610,8.366373,6.057542,11.086434
2012,Virginia,Falls Church City,51,610,51610,8.009304,5.776199,10.651671
2013,Virginia,Falls Church City,51,610,51610,7.333148,5.258048,9.805782
2014,Virginia,Falls Church City,51,610,51610,6.818542,4.852389,9.181407
2015,Virginia,Falls Church City,51,610,51610,6.378237,4.497714,8.662413
2003,Virginia,Franklin City,51,620,51620,69.964939,58.050511,83.194769
2004,Virginia,Franklin City,51,620,51620,69.909771,58.8237,82.077359
2005,Virginia,Franklin City,51,620,51620,68.279172,57.9683,79.530645
2006,Virginia,Franklin City,51,620,51620,70.398466,60.137414,81.553366
2007,Virginia,Franklin City,51,620,51620,70.951492,60.765192,82.015111
2008,Virginia,Franklin City,51,620,51620,68.778842,58.873332,79.550231
2009,Virginia,Franklin City,51,620,51620,65.002523,55.484125,75.376986
2010,Virginia,Franklin City,51,620,51620,59.783409,50.774903,69.637966
2011,Virginia,Franklin City,51,620,51620,56.850247,47.964098,66.614772
2012,Virginia,Franklin City,51,620,51620,55.530352,46.477414,65.529295
2013,Virginia,Franklin City,51,620,51620,51.323136,42.516247,61.122305
2014,Virginia,Franklin City,51,620,51620,47.202872,38.615794,56.852827
2015,Virginia,Franklin City,51,620,51620,43.867638,35.354288,53.557069
2003,Virginia,Fredericksburg City,51,630,51630,33.448684,28.664434,38.686897
2004,Virginia,Fredericksburg City,51,630,51630,32.722475,28.496521,37.294639
2005,Virginia,Fredericksburg City,51,630,51630,31.788673,27.921154,35.954137
2006,Virginia,Fredericksburg City,51,630,51630,32.501664,28.678073,36.612706
2007,Virginia,Fredericksburg City,51,630,51630,31.702155,28.007966,35.674961
2008,Virginia,Fredericksburg City,51,630,51630,29.916858,26.398407,33.706573
2009,Virginia,Fredericksburg City,51,630,51630,27.776443,24.448792,31.366965
2010,Virginia,Fredericksburg City,51,630,51630,24.778388,21.727308,28.078025
2011,Virginia,Fredericksburg City,51,630,51630,22.552532,19.68452,25.66054
2012,Virginia,Fredericksburg City,51,630,51630,21.082947,18.29378,24.1143
2013,Virginia,Fredericksburg City,51,630,51630,18.947573,16.301927,21.836869
2014,Virginia,Fredericksburg City,51,630,51630,17.397254,14.78533,20.273524
2015,Virginia,Fredericksburg City,51,630,51630,15.985826,13.354933,18.922878
2003,Virginia,Galax City,51,640,51640,77.811485,63.645689,93.65462
2004,Virginia,Galax City,51,640,51640,78.847403,65.354736,93.76998
2005,Virginia,Galax City,51,640,51640,79.310164,66.378532,93.513294
2006,Virginia,Galax City,51,640,51640,83.620135,70.516333,97.936856
2007,Virginia,Galax City,51,640,51640,87.528,74.179297,102.066061
2008,Virginia,Galax City,51,640,51640,88.161372,74.87331,102.61937
2009,Virginia,Galax City,51,640,51640,86.565531,73.469116,100.830285
2010,Virginia,Galax City,51,640,51640,80.352873,67.961144,93.89328
2011,Virginia,Galax City,51,640,51640,75.538609,63.59297,88.633918
2012,Virginia,Galax City,51,640,51640,72.046513,60.285259,84.989153
2013,Virginia,Galax City,51,640,51640,64.938192,53.864656,77.202229
2014,Virginia,Galax City,51,640,51640,58.721908,48.175951,70.504025
2015,Virginia,Galax City,51,640,51640,53.755857,43.488795,65.372823
2003,Virginia,Hampton City,51,650,51650,39.042234,35.518155,42.754446
2004,Virginia,Hampton City,51,650,51650,39.812792,36.677506,43.097903
2005,Virginia,Hampton City,51,650,51650,40.296244,37.260904,43.474423
2006,Virginia,Hampton City,51,650,51650,41.116505,38.051931,44.324358
2007,Virginia,Hampton City,51,650,51650,41.810752,38.694967,45.072319
2008,Virginia,Hampton City,51,650,51650,38.409722,35.476524,41.483996
2009,Virginia,Hampton City,51,650,51650,35.945003,33.137197,38.891696
2010,Virginia,Hampton City,51,650,51650,32.612211,29.98855,35.370844
2011,Virginia,Hampton City,51,650,51650,29.94964,27.452885,32.580634
2012,Virginia,Hampton City,51,650,51650,28.888501,26.398753,31.516854
2013,Virginia,Hampton City,51,650,51650,26.362309,23.970545,28.892969
2014,Virginia,Hampton City,51,650,51650,24.407158,22.007176,26.954653
2015,Virginia,Hampton City,51,650,51650,22.135603,19.624388,24.829879
2003,Virginia,Harrisonburg City,51,660,51660,15.894839,13.805369,18.16627
2004,Virginia,Harrisonburg City,51,660,51660,15.459946,13.629396,17.429436
2005,Virginia,Harrisonburg City,51,660,51660,14.67371,13.032454,16.433998
2006,Virginia,Harrisonburg City,51,660,51660,14.587521,13.005696,16.282136
2007,Virginia,Harrisonburg City,51,660,51660,14.54567,12.988215,16.213912
2008,Virginia,Harrisonburg City,51,660,51660,13.998483,12.500565,15.6033
2009,Virginia,Harrisonburg City,51,660,51660,13.370681,11.928161,14.917294
2010,Virginia,Harrisonburg City,51,660,51660,12.52327,11.150445,13.997139
2011,Virginia,Harrisonburg City,51,660,51660,12.13472,10.772905,13.599357
2012,Virginia,Harrisonburg City,51,660,51660,11.733161,10.378218,13.191763
2013,Virginia,Harrisonburg City,51,660,51660,11.091059,9.751878,12.536027
2014,Virginia,Harrisonburg City,51,660,51660,10.489534,9.13111,11.96387
2015,Virginia,Harrisonburg City,51,660,51660,9.914922,8.489022,11.481882
2003,Virginia,Hopewell City,51,670,51670,79.768535,69.502546,90.84347
2004,Virginia,Hopewell City,51,670,51670,78.173533,69.09484,87.875236
2005,Virginia,Hopewell City,51,670,51670,77.692595,69.219362,86.720213
2006,Virginia,Hopewell City,51,670,51670,82.120922,73.565256,91.215743
2007,Virginia,Hopewell City,51,670,51670,84.96724,76.336451,94.13101
2008,Virginia,Hopewell City,51,670,51670,84.221885,75.691567,93.28168
2009,Virginia,Hopewell City,51,670,51670,81.734172,73.352202,90.645846
2010,Virginia,Hopewell City,51,670,51670,74.633786,66.7489,83.034305
2011,Virginia,Hopewell City,51,670,51670,69.580883,61.894437,77.796091
2012,Virginia,Hopewell City,51,670,51670,66.682461,58.922085,75.003302
2013,Virginia,Hopewell City,51,670,51670,60.73012,53.171781,68.873201
2014,Virginia,Hopewell City,51,670,51670,56.300821,48.694709,64.55807
2015,Virginia,Hopewell City,51,670,51670,51.680187,43.946264,60.18454
2003,Virginia,Lexington City,51,678,51678,7.902185,5.599712,10.686376
2004,Virginia,Lexington City,51,678,51678,7.8393,5.602119,10.518388
2005,Virginia,Lexington City,51,678,51678,7.776581,5.595486,10.368252
2006,Virginia,Lexington City,51,678,51678,8.211775,5.941106,10.891977
2007,Virginia,Lexington City,51,678,51678,8.599949,6.246769,11.365218
2008,Virginia,Lexington City,51,678,51678,8.664276,6.308132,11.42631
2009,Virginia,Lexington City,51,678,51678,8.475437,6.174558,11.1711
2010,Virginia,Lexington City,51,678,51678,7.93597,5.775397,10.470436
2011,Virginia,Lexington City,51,678,51678,7.607066,5.522533,10.058844
2012,Virginia,Lexington City,51,678,51678,7.388792,5.343519,9.805054
2013,Virginia,Lexington City,51,678,51678,6.823928,4.908524,9.101679
2014,Virginia,Lexington City,51,678,51678,6.302379,4.501242,8.461782
2015,Virginia,Lexington City,51,678,51678,5.887094,4.168469,7.968613
2003,Virginia,Lynchburg City,51,680,51680,30.604668,27.216702,34.228621
2004,Virginia,Lynchburg City,51,680,51680,30.362467,27.415697,33.486208
2005,Virginia,Lynchburg City,51,680,51680,30.043482,27.305427,32.941535
2006,Virginia,Lynchburg City,51,680,51680,30.723587,28.010566,33.591971
2007,Virginia,Lynchburg City,51,680,51680,30.372718,27.711917,33.18508
2008,Virginia,Lynchburg City,51,680,51680,27.797405,25.325862,30.412347
2009,Virginia,Lynchburg City,51,680,51680,25.10003,22.809705,27.527523
2010,Virginia,Lynchburg City,51,680,51680,22.235053,20.138539,24.462357
2011,Virginia,Lynchburg City,51,680,51680,19.743737,17.809176,21.804035
2012,Virginia,Lynchburg City,51,680,51680,18.209772,16.3605,20.182249
2013,Virginia,Lynchburg City,51,680,51680,16.786806,15.006141,18.68927
2014,Virginia,Lynchburg City,51,680,51680,15.978042,14.162187,17.925308
2015,Virginia,Lynchburg City,51,680,51680,15.066157,13.139001,17.156304
2003,Virginia,Manassas City,51,683,51683,46.97026,40.894206,53.544962
2004,Virginia,Manassas City,51,683,51683,47.650607,42.130427,53.561092
2005,Virginia,Manassas City,51,683,51683,48.002966,42.756909,53.605023
2006,Virginia,Manassas City,51,683,51683,51.671955,46.216713,57.491687
2007,Virginia,Manassas City,51,683,51683,52.488129,47.014514,58.327764
2008,Virginia,Manassas City,51,683,51683,50.682672,45.395453,56.326096
2009,Virginia,Manassas City,51,683,51683,48.647243,43.554299,54.085045
2010,Virginia,Manassas City,51,683,51683,45.957666,41.100943,51.147826
2011,Virginia,Manassas City,51,683,51683,45.137429,40.309625,50.299417
2012,Virginia,Manassas City,51,683,51683,43.329428,38.579323,48.411244
2013,Virginia,Manassas City,51,683,51683,39.906376,35.325548,44.81755
2014,Virginia,Manassas City,51,683,51683,37.873225,33.192515,42.919692
2015,Virginia,Manassas City,51,683,51683,36.043696,31.074129,41.467028
2003,Virginia,Manassas Park City,51,685,51685,41.357929,33.574419,50.133415
2004,Virginia,Manassas Park City,51,685,51685,41.506796,34.134962,49.717843
2005,Virginia,Manassas Park City,51,685,51685,41.026684,34.030654,48.766446
2006,Virginia,Manassas Park City,51,685,51685,41.92113,34.956872,49.597946
2007,Virginia,Manassas Park City,51,685,51685,39.968715,33.39152,47.213657
2008,Virginia,Manassas Park City,51,685,51685,36.117206,30.134424,42.719565
2009,Virginia,Manassas Park City,51,685,51685,31.53716,26.226756,37.413389
2010,Virginia,Manassas Park City,51,685,51685,25.957476,21.465324,30.949837
2011,Virginia,Manassas Park City,51,685,51685,22.373053,18.37328,26.84014
2012,Virginia,Manassas Park City,51,685,51685,20.219616,16.465935,24.437453
2013,Virginia,Manassas Park City,51,685,51685,17.769263,14.32205,21.67462
2014,Virginia,Manassas Park City,51,685,51685,16.115367,12.835135,19.869816
2015,Virginia,Manassas Park City,51,685,51685,14.933556,11.735206,18.640167
2003,Virginia,Martinsville City,51,690,51690,61.508973,52.11946,71.828284
2004,Virginia,Martinsville City,51,690,51690,61.895445,53.259019,71.281165
2005,Virginia,Martinsville City,51,690,51690,62.138865,54.02049,70.906371
2006,Virginia,Martinsville City,51,690,51690,67.096971,58.756064,76.065551
2007,Virginia,Martinsville City,51,690,51690,72.009422,63.321892,81.329714
2008,Virginia,Martinsville City,51,690,51690,72.757691,64.033125,82.118651
2009,Virginia,Martinsville City,51,690,51690,71.635611,62.933855,80.98628
2010,Virginia,Martinsville City,51,690,51690,67.362377,58.92964,76.451223
2011,Virginia,Martinsville City,51,690,51690,64.244576,55.877136,73.294574
2012,Virginia,Martinsville City,51,690,51690,62.924578,54.353378,72.229412
2013,Virginia,Martinsville City,51,690,51690,59.064494,50.555624,68.354578
2014,Virginia,Martinsville City,51,690,51690,56.826107,48.081172,66.448973
2015,Virginia,Martinsville City,51,690,51690,54.682881,45.563944,64.840139
2003,Virginia,Newport News City,51,700,51700,56.540831,52.356852,60.898726
2004,Virginia,Newport News City,51,700,51700,53.797181,50.261663,57.469251
2005,Virginia,Newport News City,51,700,51700,51.375284,48.047835,54.832173
2006,Virginia,Newport News City,51,700,51700,52.553753,49.172952,56.065377
2007,Virginia,Newport News City,51,700,51700,50.84767,47.557737,54.265184
2008,Virginia,Newport News City,51,700,51700,50.430756,47.144342,53.846532
2009,Virginia,Newport News City,51,700,51700,46.625105,43.505865,49.871205
2010,Virginia,Newport News City,51,700,51700,41.979302,39.066644,45.016518
2011,Virginia,Newport News City,51,700,51700,39.644322,36.790293,42.627208
2012,Virginia,Newport News City,51,700,51700,37.065464,34.304477,39.955881
2013,Virginia,Newport News City,51,700,51700,32.172324,29.641111,34.829042
2014,Virginia,Newport News City,51,700,51700,27.573479,25.212471,30.058523
2015,Virginia,Newport News City,51,700,51700,25.338856,22.816162,28.016755
2003,Virginia,Norfolk City,51,710,51710,58.683149,54.839161,62.664713
2004,Virginia,Norfolk City,51,710,51710,57.720695,54.346334,61.208375
2005,Virginia,Norfolk City,51,710,51710,56.361351,53.068542,59.767229
2006,Virginia,Norfolk City,51,710,51710,55.460723,52.229219,58.801853
2007,Virginia,Norfolk City,51,710,51710,56.845238,53.547968,60.254049
2008,Virginia,Norfolk City,51,710,51710,55.135145,51.890177,58.492186
2009,Virginia,Norfolk City,51,710,51710,52.17537,49.045206,55.416474
2010,Virginia,Norfolk City,51,710,51710,47.062104,44.133088,50.100331
2011,Virginia,Norfolk City,51,710,51710,42.899988,40.100476,45.810729
2012,Virginia,Norfolk City,51,710,51710,41.136038,38.365949,44.020571
2013,Virginia,Norfolk City,51,710,51710,36.660509,34.059933,39.375175
2014,Virginia,Norfolk City,51,710,51710,33.128269,30.609247,35.763801
2015,Virginia,Norfolk City,51,710,51710,31.639471,28.840229,34.587502
2003,Virginia,Norton City,51,720,51720,56.170954,43.469856,70.788474
2004,Virginia,Norton City,51,720,51720,55.689821,43.523861,69.558514
2005,Virginia,Norton City,51,720,51720,54.222302,42.691447,67.278149
2006,Virginia,Norton City,51,720,51720,56.077674,44.442739,69.167958
2007,Virginia,Norton City,51,720,51720,57.422947,45.709813,70.54559
2008,Virginia,Norton City,51,720,51720,56.768485,45.268048,69.632457
2009,Virginia,Norton City,51,720,51720,55.324178,44.093792,67.891269
2010,Virginia,Norton City,51,720,51720,51.385634,40.802756,63.273028
2011,Virginia,Norton City,51,720,51720,48.408193,38.216163,59.921379
2012,Virginia,Norton City,51,720,51720,46.288207,36.264884,57.694258
2013,Virginia,Norton City,51,720,51720,41.714761,32.360524,52.465499
2014,Virginia,Norton City,51,720,51720,38.210547,29.320081,48.538791
2015,Virginia,Norton City,51,720,51720,35.370883,26.817904,45.429023
2003,Virginia,Petersburg City,51,730,51730,93.264852,83.190408,103.97053
2004,Virginia,Petersburg City,51,730,51730,91.502186,82.727518,100.756291
2005,Virginia,Petersburg City,51,730,51730,90.365742,82.140271,99.033916
2006,Virginia,Petersburg City,51,730,51730,94.857418,86.496102,103.655527
2007,Virginia,Petersburg City,51,730,51730,99.553347,90.9129,108.63824
2008,Virginia,Petersburg City,51,730,51730,101.387119,92.646363,110.573249
2009,Virginia,Petersburg City,51,730,51730,101.599245,92.761872,110.892497
2010,Virginia,Petersburg City,51,730,51730,97.270078,88.558806,106.450158
2011,Virginia,Petersburg City,51,730,51730,91.135279,82.606535,100.148902
2012,Virginia,Petersburg City,51,730,51730,88.105129,79.464906,97.259863
2013,Virginia,Petersburg City,51,730,51730,80.944653,72.440202,89.989244
2014,Virginia,Petersburg City,51,730,51730,73.000153,64.606326,81.97716
2015,Virginia,Petersburg City,51,730,51730,66.91654,58.211121,76.341545
2003,Virginia,Poquoson City,51,735,51735,16.375177,12.467051,20.939383
2004,Virginia,Poquoson City,51,735,51735,15.851545,12.193084,20.077709
2005,Virginia,Poquoson City,51,735,51735,15.200156,11.784159,19.115263
2006,Virginia,Poquoson City,51,735,51735,15.520096,12.1048,19.411224
2007,Virginia,Poquoson City,51,735,51735,15.62793,12.232371,19.483897
2008,Virginia,Poquoson City,51,735,51735,15.250352,11.951658,18.992458
2009,Virginia,Poquoson City,51,735,51735,14.557593,11.396224,18.148373
2010,Virginia,Poquoson City,51,735,51735,13.391866,10.448565,16.746236
2011,Virginia,Poquoson City,51,735,51735,12.508828,9.709509,15.715305
2012,Virginia,Poquoson City,51,735,51735,11.914412,9.185926,15.060353
2013,Virginia,Poquoson City,51,735,51735,10.931693,8.358057,13.923941
2014,Virginia,Poquoson City,51,735,51735,10.139135,7.678155,13.028389
2015,Virginia,Poquoson City,51,735,51735,9.359841,7.011976,12.147568
2003,Virginia,Portsmouth City,51,740,51740,75.332675,68.902841,82.072645
2004,Virginia,Portsmouth City,51,740,51740,74.661322,69.045959,80.522834
2005,Virginia,Portsmouth City,51,740,51740,71.366908,66.148135,76.81423
2006,Virginia,Portsmouth City,51,740,51740,71.804766,66.606984,77.22803
2007,Virginia,Portsmouth City,51,740,51740,71.288445,66.123078,76.677784
2008,Virginia,Portsmouth City,51,740,51740,69.848586,64.73909,75.182767
2009,Virginia,Portsmouth City,51,740,51740,69.526527,64.385444,74.897861
2010,Virginia,Portsmouth City,51,740,51740,64.352046,59.43271,69.502633
2011,Virginia,Portsmouth City,51,740,51740,59.185115,54.458519,64.146988
2012,Virginia,Portsmouth City,51,740,51740,53.945614,49.445392,58.679569
2013,Virginia,Portsmouth City,51,740,51740,49.234979,44.877018,53.833603
2014,Virginia,Portsmouth City,51,740,51740,45.125896,40.783046,49.723394
2015,Virginia,Portsmouth City,51,740,51740,42.206428,37.52146,47.217688
2003,Virginia,Radford,51,750,51750,9.452988,7.639139,11.513719
2004,Virginia,Radford,51,750,51750,9.294776,7.613242,11.181641
2005,Virginia,Radford,51,750,51750,9.17931,7.591492,10.947841
2006,Virginia,Radford,51,750,51750,9.719021,8.092511,11.522574
2007,Virginia,Radford,51,750,51750,10.235339,8.558291,12.090694
2008,Virginia,Radford,51,750,51750,10.410699,8.720422,12.279666
2009,Virginia,Radford,51,750,51750,10.28628,8.613337,12.137309
2010,Virginia,Radford,51,750,51750,9.775437,8.166541,11.558859
2011,Virginia,Radford,51,750,51750,9.36317,7.790388,11.111227
2012,Virginia,Radford,51,750,51750,9.085847,7.516902,10.83574
2013,Virginia,Radford,51,750,51750,8.314593,6.824814,9.98534
2014,Virginia,Radford,51,750,51750,7.678981,6.237005,9.310074
2015,Virginia,Radford,51,750,51750,7.098138,5.686843,8.71528
2003,Virginia,Richmond City,51,760,51760,59.62494,55.478159,63.931937
2004,Virginia,Richmond City,51,760,51760,54.459878,51.064458,57.97839
2005,Virginia,Richmond City,51,760,51760,52.783929,49.537596,56.149029
2006,Virginia,Richmond City,51,760,51760,51.849437,48.677102,55.136621
2007,Virginia,Richmond City,51,760,51760,52.745551,49.548673,56.05716
2008,Virginia,Richmond City,51,760,51760,51.116973,47.990408,54.357488
2009,Virginia,Richmond City,51,760,51760,46.665566,43.721591,49.721083
2010,Virginia,Richmond City,51,760,51760,39.746484,37.106138,42.493221
2011,Virginia,Richmond City,51,760,51760,37.475966,34.86468,40.200225
2012,Virginia,Richmond City,51,760,51760,36.275402,33.687082,38.978776
2013,Virginia,Richmond City,51,760,51760,34.428567,31.894837,37.079149
2014,Virginia,Richmond City,51,760,51760,30.885242,28.469923,33.416076
2015,Virginia,Richmond City,51,760,51760,29.341401,26.688767,32.138811
2003,Virginia,Roanoke City,51,770,51770,67.090356,60.729583,73.802756
2004,Virginia,Roanoke City,51,770,51770,63.930968,58.5916,69.531947
2005,Virginia,Roanoke City,51,770,51770,66.72438,61.482228,72.215298
2006,Virginia,Roanoke City,51,770,51770,73.733376,68.190291,79.527477
2007,Virginia,Roanoke City,51,770,51770,79.224506,73.433057,85.26923
2008,Virginia,Roanoke City,51,770,51770,79.248192,73.455719,85.294331
2009,Virginia,Roanoke City,51,770,51770,76.070184,70.416929,81.976502
2010,Virginia,Roanoke City,51,770,51770,68.622176,63.343231,74.148749
2011,Virginia,Roanoke City,51,770,51770,65.209557,59.993246,70.684782
2012,Virginia,Roanoke City,51,770,51770,61.13166,56.074256,66.448439
2013,Virginia,Roanoke City,51,770,51770,55.319702,50.514295,60.383792
2014,Virginia,Roanoke City,51,770,51770,50.780009,46.010449,55.820589
2015,Virginia,Roanoke City,51,770,51770,46.237397,41.231461,51.578986
2003,Virginia,Salem City,51,775,51775,25.028582,20.928584,29.590336
2004,Virginia,Salem City,51,775,51775,24.224451,20.537074,28.281231
2005,Virginia,Salem City,51,775,51775,23.857432,20.414088,27.624078
2006,Virginia,Salem City,51,775,51775,25.185344,21.687922,28.998613
2007,Virginia,Salem City,51,775,51775,26.399591,22.818724,30.29664
2008,Virginia,Salem City,51,775,51775,26.64713,23.06791,30.540102
2009,Virginia,Salem City,51,775,51775,26.283414,22.744692,30.133831
2010,Virginia,Salem City,51,775,51775,24.310561,20.98179,27.939194
2011,Virginia,Salem City,51,775,51775,22.689409,19.497965,26.177305
2012,Virginia,Salem City,51,775,51775,21.721005,18.550953,25.197677
2013,Virginia,Salem City,51,775,51775,19.701907,16.684231,23.027806
2014,Virginia,Salem City,51,775,51775,18.165868,15.208482,21.451777
2015,Virginia,Salem City,51,775,51775,16.695801,13.761941,19.998729
2003,Virginia,Staunton City,51,790,51790,39.579114,33.698641,46.035837
2004,Virginia,Staunton City,51,790,51790,39.08845,33.760934,44.876544
2005,Virginia,Staunton City,51,790,51790,38.214801,33.264035,43.571911
2006,Virginia,Staunton City,51,790,51790,39.127327,34.2142,44.432748
2007,Virginia,Staunton City,51,790,51790,39.431697,34.549847,44.701527
2008,Virginia,Staunton City,51,790,51790,38.444967,33.696404,43.572754
2009,Virginia,Staunton City,51,790,51790,36.872949,32.280542,41.837189
2010,Virginia,Staunton City,51,790,51790,33.812429,29.525421,38.453592
2011,Virginia,Staunton City,51,790,51790,31.946934,27.802107,36.440569
2012,Virginia,Staunton City,51,790,51790,30.853199,26.695704,35.375506
2013,Virginia,Staunton City,51,790,51790,28.134642,24.152973,32.485359
2014,Virginia,Staunton City,51,790,51790,26.613103,22.58846,31.045257
2015,Virginia,Staunton City,51,790,51790,24.95638,20.839985,29.549658
2003,Virginia,Suffolk City,51,800,51800,43.777541,38.933332,48.954765
2004,Virginia,Suffolk City,51,800,51800,42.885347,38.691463,47.330049
2005,Virginia,Suffolk City,51,800,51800,41.393028,37.564391,45.445845
2006,Virginia,Suffolk City,51,800,51800,41.575754,37.825855,45.542531
2007,Virginia,Suffolk City,51,800,51800,39.837929,36.25263,43.630764
2008,Virginia,Suffolk City,51,800,51800,38.029335,34.574864,41.686662
2009,Virginia,Suffolk City,51,800,51800,35.746058,32.43575,39.255884
2010,Virginia,Suffolk City,51,800,51800,31.756517,28.721696,34.98176
2011,Virginia,Suffolk City,51,800,51800,28.365779,25.549129,31.365914
2012,Virginia,Suffolk City,51,800,51800,26.113232,23.403783,29.005268
2013,Virginia,Suffolk City,51,800,51800,23.326962,20.75901,26.076447
2014,Virginia,Suffolk City,51,800,51800,21.303367,18.759786,24.041878
2015,Virginia,Suffolk City,51,800,51800,19.706257,17.061235,22.589142
2003,Virginia,Virginia Beach City,51,810,51810,31.889187,29.689881,34.174128
2004,Virginia,Virginia Beach City,51,810,51810,31.93225,29.985033,33.950241
2005,Virginia,Virginia Beach City,51,810,51810,30.439686,28.59085,32.356605
2006,Virginia,Virginia Beach City,51,810,51810,31.373288,29.483884,33.331543
2007,Virginia,Virginia Beach City,51,810,51810,31.672592,29.758112,33.657277
2008,Virginia,Virginia Beach City,51,810,51810,29.498171,27.672256,31.392827
2009,Virginia,Virginia Beach City,51,810,51810,27.722919,25.961498,29.553075
2010,Virginia,Virginia Beach City,51,810,51810,24.876634,23.239263,26.581063
2011,Virginia,Virginia Beach City,51,810,51810,22.237427,20.713808,23.826668
2012,Virginia,Virginia Beach City,51,810,51810,21.11275,19.625283,22.666482
2013,Virginia,Virginia Beach City,51,810,51810,18.302419,16.944425,19.72428
